1.319250 -3942096896.000000 -24584612.000000 -18908868.000000
-0.750717 1597182720.000000 12044567.000000 8307233.000000
0.181933 -476921056.000000 -3033644.250000 -2059324.500000
0.386780 -813967232.000000 -6119417.500000 -4387113.000000
-0.955335 2862163200.000000 17733420.000000 13700610.000000
1.137254 -2570094592.000000 -18298934.000000 -12753514.000000
-1.319457 3387674880.000000 22343966.000000 16606895.000000
1.319167 -3535410176.000000 -22990318.000000 -16877216.000000
-1.035121 2315048960.000000 16526624.000000 11861324.000000
0.750697 -2228762368.000000 -13621747.000000 -10670627.000000
-0.182129 390139424.000000 3067074.750000 2317673.500000
-0.386676 1112336640.000000 6817228.500000 5039643.000000
0.852822 -1839580416.000000 -13651070.000000 -9177226.000000
-1.319169 3806007296.000000 24058918.000000 18193726.000000
1.319095 -3099427072.000000 -21268082.000000 -14647147.000000
-1.319432 3035766272.000000 21133074.000000 15059287.000000
1.290314 -3899524096.000000 18566708.000000 -18644424.000000
-0.734051 1572736384.000000 -7124578.000000 7871046.000000
0.178001 -473933024.000000 976090.750000 -2209075.250000
0.378129 -797770752.000000 5719285.500000 -3851915.000000
-0.934262 2827729920.000000 -14461440.000000 13225169.000000
1.112277 -2528719616.000000 13377792.000000 -12370490.000000
-1.290290 3342373120.000000 -16842710.000000 15893080.000000
1.290318 -3490264832.000000 16677880.000000 -16609911.000000
-1.012139 2279336448.000000 -11242541.000000 11077061.000000
0.734034 -2204486912.000000 9824892.000000 -10187578.000000
-0.177907 384527072.000000 -672572.625000 1886636.750000
-0.378309 1098366464.000000 -6323835.500000 5143694.000000
0.834314 -1808564864.000000 10956506.000000 -9198507.000000
-1.290308 3761218304.000000 -19245250.000000 17915744.000000
1.290335 -3054578432.000000 15134725.000000 -14636024.000000
-1.290267 2991382784.000000 -15478774.000000 14411585.000000
1.310982 -3933341440.000000 -9240647.000000 -18668574.000000
-0.745929 1589828352.000000 2505559.500000 8191269.500000
0.180787 -472209760.000000 716003.875000 -2077380.125000
0.384372 -815075136.000000 -4808820.000000 -4379946.000000
-0.949135 2859825664.000000 8792722.000000 13355857.000000
1.130055 -2565623552.000000 -7906454.000000 -12594194.000000
-1.311026 3381353984.000000 9807110.000000 16230502.000000
1.310965 -3527867136.000000 -8484450.000000 -16847408.000000
-1.028495 2307268352.000000 5726149.000000 11551102.000000
0.745938 -2221812992.000000 -4252640.500000 -10517908.000000
-0.180657 385608224.000000 -1474299.125000 1783047.375000
-0.384393 1114404096.000000 4674090.000000 5200731.000000
0.847611 -1837850112.000000 -7589706.000000 -9261609.000000
-1.310874 3801026304.000000 11079858.000000 18033926.000000
1.310936 -3093593088.000000 -8351802.000000 -14779266.000000
-1.311157 3028098816.000000 8801642.000000 14980748.000000
1.298555 -3911798784.000000 4947932.000000 -18687844.000000
-0.738854 1579981312.000000 -313306.875000 8171963.000000
0.179181 -474756352.000000 -1341818.000000 -2218360.500000
0.380678 -802467584.000000 3914729.250000 -4182164.750000
-0.940379 2837490176.000000 -5991762.000000 13590810.000000
1.119318 -2540771328.000000 4707992.000000 -12266671.000000
-1.298454 3355575552.000000 -5638037.500000 15901414.000000
1.298465 -3503333632.000000 4434634.000000 -16504796.000000
-1.018595 2289897984.000000 -2187672.250000 11205539.000000
0.738833 -2211881984.000000 1685972.625000 -10440835.000000
-0.179159 386466048.000000 1957028.500000 2052396.125000
-0.380710 1102563456.000000 -3646001.250000 4985892.500000
0.839569 -1817851904.000000 5018162.000000 -9088340.000000
-1.298553 3774512640.000000 -6893228.000000 17989508.000000
1.298493 -3067769600.000000 4439162.500000 -14662338.000000
-1.298556 3004221184.000000 -4918958.000000 14568140.000000
1.302716 -3918873600.000000 1646645.000000 -18655462.000000
-0.741132 1582864128.000000 -2355239.750000 8007230.500000
0.179623 -472765280.000000 2033935.125000 -1939746.500000
0.381659 -807855424.000000 -2663081.000000 -3880025.000000
-0.943263 2845822976.000000 1241510.250000 13573368.000000
1.122858 -2549793024.000000 -757682.125000 -12511053.000000
-1.302729 3364501504.000000 363098.250000 16216304.000000
1.302615 -3511994112.000000 1281592.500000 -16700594.000000
-1.022082 2295638528.000000 -1192832.500000 11505108.000000
0.741217 -2214567680.000000 2002937.750000 -10387892.000000
-0.179606 385338208.000000 -2557107.750000 1901986.000000
-0.381952 1107596800.000000 1958641.000000 5150612.000000
0.842351 -1825368704.000000 -2177768.750000 -9330190.000000
-1.302725 3783854336.000000 537929.000000 18057936.000000
1.302742 -3076991488.000000 224846.062500 -14818090.000000
-1.302691 3012811520.000000 104636.687500 14568148.000000
1.306764 -3928957440.000000 -5757413.500000 -18704750.000000
-0.743553 1590171136.000000 4650296.500000 8062124.000000
0.180132 -477351808.000000 -2281315.000000 -2003051.500000
0.382971 -807504640.000000 1445067.625000 -3943520.000000
-0.946358 2849761280.000000 1643377.375000 13517920.000000
1.126576 -2555941376.000000 -2590506.750000 -12613933.000000
-1.306791 3373336064.000000 3360979.250000 16128334.000000
1.306856 -3521373696.000000 -5019518.000000 -16712894.000000
-1.025112 2304568832.000000 4285116.500000 11379570.000000
0.743501 -2222612480.000000 -4299611.500000 -10454880.000000
-0.180234 389209216.000000 3161231.000000 2038405.750000
-0.383059 1106737792.000000 -689104.875000 5000462.000000
0.844984 -1828323328.000000 -613879.375000 -9257592.000000
-1.306781 3791265280.000000 3373805.250000 17904768.000000
1.306765 -3085172224.000000 -4207201.000000 -14660406.000000
-1.306861 3022126592.000000 3547573.000000 14646046.000000
1.294456 -3901940992.000000 11745330.000000 -18575412.000000
-0.736425 1571297024.000000 -6069429.500000 7845370.000000
0.178476 -468296192.000000 2250531.750000 -1811221.750000
0.379307 -804900224.000000 346779.625000 -3986331.500000
-0.937429 2836189952.000000 -6992054.500000 13504307.000000
1.115912 -2536701952.000000 6467716.000000 -12651887.000000
-1.294595 3348379904.000000 -8377138.500000 16287148.000000
1.294414 -3495123456.000000 10141613.000000 -16664343.000000
-1.015520 2281042688.000000 -6925530.000000 11573579.000000
0.736559 -2203496704.000000 7290944.500000 -10567414.000000
-0.178551 380657600.000000 -2982284.750000 1895627.750000
-0.379447 1105713664.000000 -2025047.375000 5021888.500000
0.836859 -1816971008.000000 3511497.500000 -8985445.000000
-1.294435 3769466880.000000 -9835592.000000 17950012.000000
1.294394 -3061774592.000000 8688692.000000 -14713714.000000
-1.294444 2996388864.000000 -7661816.500000 14578531.000000
1.315012 -3946029824.000000 -16329320.000000 -18717914.000000
-0.748355 1602620928.000000 8873847.000000 8256243.500000
0.181382 -484332224.000000 -3696406.000000 -2122037.750000
0.385453 -807713792.000000 -892254.500000 -4144330.000000
-0.952346 2856248320.000000 9214328.000000 13619853.000000
1.133788 -2565999616.000000 -9314991.000000 -12725015.000000
-1.315030 3386988800.000000 12059908.000000 16158918.000000
1.315162 -3536288768.000000 -14104417.000000 -16865982.000000
-1.031710 2318730496.000000 10310166.000000 11484685.000000
0.748133 -2234752768.000000 -9926173.000000 -10258350.000000
-0.181497 396441216.000000 3968738.000000 2012492.000000
-0.385529 1105396608.000000 2108876.000000 5051639.000000
0.850379 -1833748992.000000 -5407590.500000 -9268373.000000
-1.315124 3802152960.000000 13102619.000000 18349216.000000
1.315102 -3097359616.000000 -12120662.000000 -14860292.000000
-1.315163 3037424128.000000 11352013.000000 14715684.000000
1.290382 -3893453824.000000 17943418.000000 -18728564.000000
-0.734151 1567978240.000000 -7202502.000000 7949371.500000
0.178023 -470942592.000000 1766526.250000 -1993364.250000
