85.308205 -1245144940544.000000 -97036484608.000000 -39360733184.000000
78.326485 -1329773674496.000000 -102179192832.000000 -60472639488.000000
72.672577 -1242355335168.000000 -87347265536.000000 -70886375424.000000
76.265839 -1120764952576.000000 -63420080128.000000 -69682724864.000000
81.036438 -933521981440.000000 -82138120192.000000 -62412562432.000000
81.051376 -599773020160.000000 -102001565696.000000 -84961787904.000000
38.651325 80574021632.000000 -131442294784.000000 -129728888832.000000
8.658044 775470120960.000000 -201815883776.000000 -192061685760.000000
44.877480 944371728384.000000 -99345317888.000000 -188917350400.000000
58.311134 1079706648576.000000 -31837769728.000000 -149033205760.000000
19.003973 1560930025472.000000 -73007595520.000000 -206613331968.000000
-50.271694 1773710868480.000000 -268918816768.000000 -246414114816.000000
21.832527 1038286782464.000000 -419518152704.000000 -222602264576.000000
61.671814 174625488896.000000 -303847866368.000000 -144536272896.000000
76.125404 -467755728896.000000 -178635980800.000000 -76680970240.000000
83.852112 -1011984171008.000000 -133601099776.000000 -48313827328.000000
84.669769 -1232621666304.000000 -122407387136.000000 -30489501696.000000
79.498558 -1344582975488.000000 -137180512256.000000 -44335742976.000000
76.846962 -1277603479552.000000 -107578793984.000000 -61056249856.000000
73.331558 -1157498011648.000000 -75351089152.000000 -65536163840.000000
78.516762 -981571272704.000000 -89151668224.000000 -46137237504.000000
79.450996 -603144847360.000000 -117926838272.000000 -59207450624.000000
44.240021 33274691584.000000 -144995123200.000000 -115878625280.000000
11.392311 679333724160.000000 -214009249792.000000 -188873670656.000000
52.959171 894733516800.000000 -159843319808.000000 -181340930048.000000
63.536800 1021442457600.000000 -101213716480.000000 -132448714752.000000
18.387266 1537015414784.000000 -84561698816.000000 -197971542016.000000
-46.758080 1723573600256.000000 -189956227072.000000 -263595687936.000000
23.179708 1037803126784.000000 -403244220416.000000 -256842366976.000000
64.873825 209377378304.000000 -310065102848.000000 -137565913088.000000
76.038078 -483299000320.000000 -155142553600.000000 -73453010944.000000
82.259628 -997203640320.000000 -127557918720.000000 -51434967040.000000
86.927628 -1233508106240.000000 -109946273792.000000 -35862282240.000000
82.151619 -1358649360384.000000 -129783103488.000000 -45900349440.000000
76.446114 -1302927507456.000000 -102974521344.000000 -56406802432.000000
77.687294 -1191033700352.000000 -97592016896.000000 -72119705600.000000
84.336700 -1007963537408.000000 -110873952256.000000 -62169391104.000000
84.662834 -658964086784.000000 -114810585088.000000 -57267027968.000000
55.315163 -15201239040.000000 -195634331648.000000 -115455893504.000000
11.731928 666903445504.000000 -139224055808.000000 -175426240512.000000
43.872879 941767131136.000000 -160120700928.000000 -171286462464.000000
72.702698 1094098944000.000000 -133165252608.000000 -161147224064.000000
35.845284 1527535894528.000000 -111409397760.000000 -208913203200.000000
